elevation,recorder_speed,system_time,plate_color,gps_time,to_police_num,plate_num,gps_longitude,erro_type,gps_speed,operator,map_latitude,map_longitude,gps_latitude,event,direction,mileage
300,29,20181001/053952,蓝色,20181001/053946,,粤A1NW34,68108766,0,29,44030095,13856585,68111921,13858222,4,345,50
300,20,20181001/054022,蓝色,20181001/054016,,粤A1NW34,68108299,0,20,44030095,13857672,68111456,13859307,4,318,50
300,32,20181001/054052,蓝色,20181001/054045,,粤A1NW34,68107680,0,32,44030095,13858754,68110839,13860387,4,331,51
300,37,20181001/054122,蓝色,20181001/054116,,粤A1NW34,68106804,0,38,44030095,13860242,68109966,13861872,4,331,51
300,45,20181001/054155,蓝色,20181001/054149,,粤A1NW34,68105961,0,45,44030095,13861992,68109126,13863619,4,338,51
300,48,20181001/054222,蓝色,20181001/054215,,粤A1NW34,68105079,0,48,44030095,13863987,68108248,13865610,4,334,52
300,40,20181001/054253,蓝色,20181001/054246,,粤A1NW34,68104749,0,40,44030095,13865910,68107919,13867531,4,11,52
300,56,20181001/054330,蓝色,20181001/054316,,粤A1NW34,68105475,0,56,44030095,13868188,68108643,13869811,4,9,53
300,47,20181001/054437,蓝色,20181001/054346,,粤A1NW34,68105815,0,48,44030095,13870581,68108981,13872204,4,8,53
300,28,20181001/054440,蓝色,20181001/054417,,粤A1NW34,68106724,0,29,44030095,13871362,68109887,13872987,4,137,53
300,0,20181001/054606,蓝色,20181001/054536,,粤A1NW34,68103870,0,0,44030095,13870003,68107043,13871620,4,258,54
300,0,20181001/054609,蓝色,20181001/054602,,粤A1NW34,68103870,0,0,44030095,13870003,68107043,13871620,4,258,54
300,0,20181001/054638,蓝色,20181001/054631,,粤A1NW34,68103870,0,0,44030095,13870003,68107043,13871620,4,258,54
300,6,20181001/054710,蓝色,20181001/054704,,粤A1NW34,68103720,0,7,44030095,13869961,68106894,13871578,4,248,54
300,23,20181001/054744,蓝色,20181001/054736,,粤A1NW34,68102802,0,23,44030095,13869696,68105979,13871310,4,257,54
300,56,20181001/055131,蓝色,20181001/055106,,粤A1NW34,68084593,0,56,44030095,13868453,68087832,13870014,4,275,57
300,55,20181001/055138,蓝色,20181001/055131,,粤A1NW34,68081629,0,56,44030095,13868716,68084877,13870269,4,275,58
300,56,20181001/055208,蓝色,20181001/055202,,粤A1NW34,68078661,0,56,44030095,13868979,68081918,13870524,4,275,58
300,55,20181001/055243,蓝色,20181001/055236,,粤A1NW34,68075613,0,56,44030095,13869454,68078879,13870992,4,282,59
300,56,20181001/055309,蓝色,20181001/055302,,粤A1NW34,68072698,0,56,44030095,13870187,68075972,13871718,4,286,60
300,56,20181001/055337,蓝色,20181001/055331,,粤A1NW34,68069593,0,56,44030095,13870992,68072875,13872516,4,285,60
300,56,20181001/055409,蓝色,20181001/055402,,粤A1NW34,68066292,0,56,44030095,13871827,68069581,13873344,4,285,61
300,55,20181001/055447,蓝色,20181001/055436,,粤A1NW34,68063077,0,56,44030095,13872653,68066373,13874164,4,285,61
300,55,20181001/055533,蓝色,20181001/055501,,粤A1NW34,68060247,0,55,44030095,13873346,68063548,13874853,4,285,62
300,55,20181001/055614,蓝色,20181001/055531,,粤A1NW34,68057217,0,56,44030095,13874134,68060522,13875637,4,284,62
300,41,20181001/055844,蓝色,20181001/055836,,粤A1NW34,68041441,0,41,44030095,13878270,68044759,13879762,4,284,65
300,53,20181001/055908,蓝色,20181001/055901,,粤A1NW34,68039181,0,53,44030095,13878810,68042499,13880301,4,284,66
300,41,20181001/055945,蓝色,20181001/055936,,粤A1NW34,68036640,0,41,44030095,13879469,68039958,13880961,4,286,66
300,18,20181001/060016,蓝色,20181001/060006,,粤A1NW34,68035306,0,18,44030095,13880054,68038623,13881546,4,330,66
300,21,20181001/060040,蓝色,20181001/060033,,粤A1NW34,68035498,0,21,44030095,13880997,68038815,13882489,4,56,67
300,40,20181001/060108,蓝色,20181001/060101,,粤A1NW34,68036725,0,40,44030095,13881709,68040043,13883200,4,61,67
300,38,20181001/060138,蓝色,20181001/060132,,粤A1NW34,68038458,0,38,44030095,13882516,68041776,13884006,4,66,67
300,18,20181001/060208,蓝色,20181001/060202,,粤A1NW34,68039638,0,19,44030095,13882208,68042956,13883698,4,161,68
300,28,20181001/060304,蓝色,20181001/060234,,粤A1NW34,68039922,0,28,44030095,13881076,68043240,13882566,4,166,68
300,32,20181001/060308,蓝色,20181001/060302,,粤A1NW34,68040234,0,32,44030095,13879731,68043552,13881222,4,170,68
300,41,20181001/060346,蓝色,20181001/060332,,粤A1NW34,68040474,0,42,44030095,13877975,68043792,13879467,4,174,68
300,36,20181001/060417,蓝色,20181001/060406,,粤A1NW34,68040655,0,36,44030095,13876115,68043973,13877607,4,174,69
300,0,20181001/060438,蓝色,20181001/060432,,粤A1NW34,68040726,0,0,44030095,13875335,68044044,13876828,4,176,69
300,10,20181001/060508,蓝色,20181001/060502,,粤A1NW34,68040726,0,11,44030095,13875335,68044044,13876828,4,190,69
300,25,20181001/060538,蓝色,20181001/060532,,粤A1NW34,68040730,0,26,44030095,13874377,68044048,13875870,4,176,69
300,30,20181001/060609,蓝色,20181001/060602,,粤A1NW34,68040763,0,31,44030095,13872891,68044081,13874385,4,179,69
300,26,20181001/060756,蓝色,20181001/060736,,粤A1NW34,68041254,0,27,44030095,13871922,68044571,13873416,4,42,70
300,35,20181001/060820,蓝色,20181001/060801,,粤A1NW34,68042598,0,35,44030095,13871772,68045915,13873266,4,97,70
300,36,20181001/060838,蓝色,20181001/060832,,粤A1NW34,68044422,0,37,44030095,13871562,68047739,13873056,4,98,71
300,28,20181001/060928,蓝色,20181001/060906,,粤A1NW34,68046142,0,28,44030095,13871306,68049458,13872801,4,103,71
300,0,20181001/060950,蓝色,20181001/060931,,粤A1NW34,68046412,0,0,44030095,13871234,68049728,13872729,4,105,71
300,12,20181001/061010,蓝色,20181001/061003,,粤A1NW34,68046660,0,12,44030095,13871155,68049976,13872651,4,105,71
300,31,20181001/061038,蓝色,20181001/061031,,粤A1NW34,68045715,0,31,44030095,13871468,68049031,13872963,4,278,71
300,7,20181001/061125,蓝色,20181001/061102,,粤A1NW34,68044611,0,8,44030095,13871774,68047928,13873269,4,351,72
300,0,20181001/061138,蓝色,20181001/061131,,粤A1NW34,68044621,0,0,44030095,13871820,68047938,13873315,4,54,72
300,0,20181001/061209,蓝色,20181001/061202,,粤A1NW34,68044621,0,0,44030095,13871820,68047938,13873315,4,54,72
300,0,20181001/061246,蓝色,20181001/061232,,粤A1NW34,68044621,0,0,44030095,13871820,68047938,13873315,4,54,72
300,0,20181001/061643,蓝色,20181001/061635,,粤A1NW34,68044621,0,0,44030095,13871820,68047938,13873315,4,217,72
300,5,20181001/061707,蓝色,20181001/061700,,粤A1NW34,68044401,0,5,44030095,13871757,68047718,13873251,4,201,72
300,30,20181001/061834,蓝色,20181001/061730,,粤A1NW34,68043312,0,31,44030095,13871853,68046629,13873347,4,278,72
300,6,20181001/061856,蓝色,20181001/061830,,粤A1NW34,68041381,0,6,44030095,13872129,68044698,13873623,4,272,72
300,25,20181001/061906,蓝色,20181001/061859,,粤A1NW34,68040466,0,26,44030095,13872288,68043784,13873782,4,289,72
300,11,20181001/061936,蓝色,20181001/061930,,粤A1NW34,68039488,0,11,44030095,13872810,68042806,13874304,4,198,72
300,29,20181001/062024,蓝色,20181001/061959,,粤A1NW34,68040315,0,29,44030095,13872210,68043633,13873704,4,110,73
300,27,20181001/062041,蓝色,20181001/062035,,粤A1NW34,68040735,0,28,44030095,13871383,68044052,13872877,4,187,73
300,69,20181001/062412,蓝色,20181001/062405,,粤A1NW34,68030802,0,70,44030095,13854614,68034115,13856119,4,223,76
300,69,20181001/062436,蓝色,20181001/062429,,粤A1NW34,68028105,0,70,44030095,13852324,68031416,13853832,4,228,77
300,69,20181001/062507,蓝色,20181001/062500,,粤A1NW34,68025304,0,70,44030095,13850094,68028612,13851606,4,231,78
300,69,20181001/062543,蓝色,20181001/062535,,粤A1NW34,68022199,0,70,44030095,13848183,68025503,13849699,4,240,78
300,70,20181001/062613,蓝色,20181001/062605,,粤A1NW34,68018818,0,70,44030095,13846644,68022117,13848165,4,244,79
300,70,20181001/062650,蓝色,20181001/062635,,粤A1NW34,68015388,0,70,44030095,13845142,68018682,13846669,4,244,80
300,69,20181001/062711,蓝色,20181001/062704,,粤A1NW34,68012061,0,70,44030095,13843728,68015349,13845261,4,245,80
300,70,20181001/062800,蓝色,20181001/062731,,粤A1NW34,68008647,0,70,44030095,13842262,68011929,13843801,4,246,81
300,65,20181001/062807,蓝色,20181001/062800,,粤A1NW34,68005512,0,66,44030095,13841130,68008788,13842675,4,250,82
300,64,20181001/062838,蓝色,20181001/062832,,粤A1NW34,68002528,0,64,44030095,13840259,68005798,13841811,4,254,82
300,67,20181001/062949,蓝色,20181001/062900,,粤A1NW34,67999095,0,67,44030095,13839449,68002358,13841007,4,256,83
300,53,20181001/062952,蓝色,20181001/062931,,粤A1NW34,67996530,0,54,44030095,13838862,67999788,13840425,4,259,83
300,41,20181001/063006,蓝色,20181001/063000,,粤A1NW34,67994535,0,41,44030095,13838525,67997789,13840092,4,260,84
300,39,20181001/063049,蓝色,20181001/063031,,粤A1NW34,67992654,0,40,44030095,13838221,67995904,13839792,4,253,84
300,36,20181001/063108,蓝色,20181001/063100,,粤A1NW34,67993218,0,36,44030095,13837010,67996469,13838581,4,131,84
300,41,20181001/063140,蓝色,20181001/063130,,粤A1NW34,67993275,0,42,44030095,13835227,67996526,13836798,4,184,85
300,34,20181001/063227,蓝色,20181001/063200,,粤A1NW34,67993164,0,35,44030095,13833582,67996414,13835154,4,184,85
300,45,20181001/063237,蓝色,20181001/063230,,粤A1NW34,67993047,0,46,44030095,13831689,67996297,13833262,4,183,85
300,55,20181001/063343,蓝色,20181001/063305,,粤A1NW34,67992888,0,56,44030095,13829561,67996138,13831135,4,183,86
300,70,20181001/063608,蓝色,20181001/063601,,粤A1NW34,67989750,0,70,44030095,13810348,67992992,13811937,4,179,90
300,70,20181001/063641,蓝色,20181001/063635,,粤A1NW34,67989663,0,70,44030095,13807056,67992905,13808646,4,180,90
300,66,20181001/063710,蓝色,20181001/063703,,粤A1NW34,67989801,0,67,44030095,13803806,67993043,13805397,4,181,91
300,69,20181001/063829,蓝色,20181001/063732,,粤A1NW34,67989627,0,69,44030095,13800816,67992868,13802409,4,175,91
300,33,20181001/063859,蓝色,20181001/063845,,粤A1NW34,67992666,0,33,44030095,13795512,67995913,13797102,4,191,93
300,41,20181001/063923,蓝色,20181001/063916,,粤A1NW34,67991121,0,41,44030095,13794373,67994365,13795966,4,230,93
300,0,20181001/063952,蓝色,20181001/063945,,粤A1NW34,67990078,0,0,44030095,13793674,67993319,13795269,4,239,93
300,0,20181001/064036,蓝色,20181001/064015,,粤A1NW34,67990078,0,0,44030095,13793674,67993319,13795269,4,239,93
300,28,20181001/064052,蓝色,20181001/064045,,粤A1NW34,67989643,0,29,44030095,13793446,67992884,13795042,4,240,93
300,39,20181001/064122,蓝色,20181001/064115,,粤A1NW34,67987875,0,40,44030095,13792674,67991112,13794274,4,280,94
300,55,20181001/064152,蓝色,20181001/064146,,粤A1NW34,67986517,0,55,44030095,13794376,67989751,13795978,4,323,94
300,63,20181001/064222,蓝色,20181001/064215,,粤A1NW34,67984173,0,63,44030095,13796202,67987403,13797807,4,304,95
300,8,20181001/064252,蓝色,20181001/064245,,粤A1NW34,67982428,0,8,44030095,13797329,67985655,13798936,4,301,95
300,46,20181001/064322,蓝色,20181001/064315,,粤A1NW34,67982250,0,46,44030095,13796344,67985477,13797952,4,173,95
300,8,20181001/064352,蓝色,20181001/064346,,粤A1NW34,67982409,0,8,44030095,13794807,67985636,13796416,4,183,96
300,0,20181001/064422,蓝色,20181001/064415,,粤A1NW34,67982406,0,0,44030095,13794743,67985633,13796352,4,183,96
300,35,20181001/064452,蓝色,20181001/064446,,粤A1NW34,67982256,0,35,44030095,13794020,67985482,13795629,4,199,96
300,62,20181001/064604,蓝色,20181001/064536,,粤A1NW34,67979712,0,63,44030095,13791456,67982934,13793070,4,225,96
300,54,20181001/064607,蓝色,20181001/064600,,粤A1NW34,67978185,0,55,44030095,13789001,67981404,13790619,4,194,97
300,5,20181001/064637,蓝色,20181001/064630,,粤A1NW34,67978038,0,5,44030095,13787979,67981257,13789597,4,184,97
300,37,20181001/064707,蓝色,20181001/064701,,粤A1NW34,67978072,0,37,44030095,13786699,67981290,13788318,4,172,97
300,0,20181001/064739,蓝色,20181001/064732,,粤A1NW34,67978233,0,0,44030095,13785614,67981452,13787233,4,175,98
300,23,20181001/064807,蓝色,20181001/064801,,粤A1NW34,67978234,0,24,44030095,13785178,67981452,13786797,4,180,98
300,49,20181001/064839,蓝色,20181001/064831,,粤A1NW34,67977886,0,49,44030095,13783385,67981104,13785006,4,198,98
300,55,20181001/064910,蓝色,20181001/064901,,粤A1NW34,67976925,0,56,44030095,13781002,67980141,13782625,4,200,98
300,53,20181001/065144,蓝色,20181001/065131,,粤A1NW34,67973497,0,53,44030095,13776462,67976707,13778092,4,227,100
300,21,20181001/065239,蓝色,20181001/065206,,粤A1NW34,67972038,0,21,44030095,13775230,67975246,13776862,4,227,100
300,45,20181001/065245,蓝色,20181001/065231,,粤A1NW34,67970614,0,46,44030095,13774185,67973820,13775820,4,239,100
300,59,20181001/065308,蓝色,20181001/065301,,粤A1NW34,67968088,0,59,44030095,13773537,67971291,13775175,4,264,101
300,57,20181001/065337,蓝色,20181001/065331,,粤A1NW34,67965348,0,57,44030095,13773291,67968548,13774932,4,264,101
300,28,20181001/065410,蓝色,20181001/065401,,粤A1NW34,67962670,0,29,44030095,13773076,67965867,13774719,4,268,102
300,0,20181001/065438,蓝色,20181001/065431,,粤A1NW34,67962373,0,0,44030095,13773067,67965570,13774710,4,263,102
300,0,20181001/065508,蓝色,20181001/065501,,粤A1NW34,67962373,0,0,44030095,13773067,67965570,13774710,4,263,102
300,25,20181001/065539,蓝色,20181001/065531,,粤A1NW34,67961850,0,25,44030095,13773019,67965046,13774663,4,265,102
300,45,20181001/065622,蓝色,20181001/065601,,粤A1NW34,67959966,0,45,44030095,13772801,67963161,13774446,4,254,102
300,40,20181001/065657,蓝色,20181001/065631,,粤A1NW34,67958082,0,40,44030095,13771887,67961275,13773534,4,238,103
300,65,20181001/065709,蓝色,20181001/065702,,粤A1NW34,67955964,0,66,44030095,13770647,67959156,13772295,4,237,103
300,66,20181001/065829,蓝色,20181001/065731,,粤A1NW34,67953117,0,66,44030095,13769001,67956308,13770651,4,239,104
300,13,20181001/065854,蓝色,20181001/065821,,粤A1NW34,67949892,0,13,44030095,13767401,67953082,13769052,4,254,104
300,0,20181001/065906,蓝色,20181001/065847,,粤A1NW34,67949802,0,0,44030095,13767395,67952992,13769046,4,254,104
300,24,20181001/065923,蓝色,20181001/065916,,粤A1NW34,67949107,0,24,44030095,13767179,67952297,13768830,4,224,104
300,42,20181001/065953,蓝色,20181001/065946,,粤A1NW34,67947778,0,43,44030095,13766240,67950968,13767891,4,245,105
300,46,20181001/070023,蓝色,20181001/070016,,粤A1NW34,67945653,0,46,44030095,13765421,67948843,13767072,4,250,105
300,30,20181001/070053,蓝色,20181001/070046,,粤A1NW34,67943655,0,30,44030095,13764807,67946846,13766458,4,251,105
300,0,20181001/070123,蓝色,20181001/070116,,粤A1NW34,67943463,0,0,44030095,13764748,67946653,13766398,4,244,106
300,21,20181001/070153,蓝色,20181001/070146,,粤A1NW34,67943091,0,22,44030095,13764640,67946282,13766290,4,254,106
300,29,20181001/070223,蓝色,20181001/070216,,粤A1NW34,67941529,0,29,44030095,13764190,67944720,13765840,4,256,106
300,38,20181001/070253,蓝色,20181001/070246,,粤A1NW34,67939873,0,39,44030095,13763726,67943065,13765375,4,251,106
300,42,20181001/070359,蓝色,20181001/070316,,粤A1NW34,67938072,0,43,44030095,13763084,67941265,13764732,4,244,107
300,52,20181001/070401,蓝色,20181001/070351,,粤A1NW34,67936000,0,53,44030095,13762120,67939195,13763767,4,243,107
300,42,20181001/070423,蓝色,20181001/070416,,粤A1NW34,67933623,0,43,44030095,13760942,67936819,13762587,4,234,107
300,41,20181001/070453,蓝色,20181001/070447,,粤A1NW34,67931923,0,42,44030095,13759701,67935121,13761345,4,225,108
300,67,20181001/070527,蓝色,20181001/070516,,粤A1NW34,67930150,0,68,44030095,13757899,67933350,13759542,4,224,108
300,65,20181001/070553,蓝色,20181001/070546,,粤A1NW34,67927891,0,65,44030095,13755729,67931094,13757370,4,224,109
300,70,20181001/070631,蓝色,20181001/070621,,粤A1NW34,67925527,0,70,44030095,13753412,67928732,13755051,4,223,109
300,64,20181001/070655,蓝色,20181001/070648,,粤A1NW34,67923486,0,65,44030095,13750907,67926694,13752544,4,202,110
300,70,20181001/070724,蓝色,20181001/070717,,粤A1NW34,67923165,0,70,44030095,13747818,67926373,13749456,4,169,111
300,66,20181001/070758,蓝色,20181001/070751,,粤A1NW34,67924512,0,67,44030095,13744929,67927718,13746570,4,152,111
300,62,20181001/070823,蓝色,20181001/070816,,粤A1NW34,67925877,0,62,44030095,13742412,67929081,13744056,4,160,112
300,50,20181001/070908,蓝色,20181001/070847,,粤A1NW34,67925619,0,50,44030095,13739747,67928823,13741392,4,202,112
300,65,20181001/071034,蓝色,20181001/071021,,粤A1NW34,67923087,0,66,44030095,13731915,67926294,13733559,4,173,114
300,67,20181001/071139,蓝色,20181001/071132,,粤A1NW34,67927179,0,68,44030095,13725583,67930380,13727235,4,142,115
300,68,20181001/071208,蓝色,20181001/071201,,粤A1NW34,67929141,0,69,44030095,13723104,67932340,13724760,4,146,116
300,69,20181001/071238,蓝色,20181001/071231,,粤A1NW34,67931065,0,69,44030095,13720423,67934262,13722082,4,146,117
300,65,20181001/071314,蓝色,20181001/071306,,粤A1NW34,67932933,0,66,44030095,13717821,67936127,13719483,4,146,117
