name,node_id,osm_node_id,osm_highway,zone_id,ctrl_type,node_type,activity_type,is_boundary,x_coord,y_coord,intersection_id,poi_id,notes
Paranhos,406,3092764704,motorway_junction,,,,,,-8.6008317,41.1712629,,,
,407,128587416,,,,,,,-8.6031044,41.1717809,,,
,408,128588858,,,,,,,-8.6043711,41.1725769,,,
Porto/Paranhos/Hospital,409,3092764696,motorway_junction,,,,,,-8.6075669,41.1729265,,,
,410,128578702,,,,,,,-8.6065996,41.1718961,,,
,411,128607704,,,,,,,-8.6042303,41.1721015,,,
,412,128583031,,,,,,,-8.6053789,41.1720651,,,
,413,128583033,,,,,,,-8.6056313,41.1716036,,,
,416,128591054,,,,,,,-8.6038445,41.1723882,,,
,417,128591075,,,,,,,-8.6049622,41.1725676,,,
,418,128560426,,,,,,,-8.6136855,41.1750581,,,
,419,128560429,crossing,,,,,,-8.6132806,41.1740298,,,
,420,2486710615,traffic_signals,,signal,,,,-8.6128188,41.1727692,,,
,421,3570149417,,,,,,,-8.5827491,41.1780689,,,
,422,792643017,,,,,,,-8.5821307,41.1803155,,,
,423,1548083460,,,,,,,-8.5720049,41.1635875,,,
,424,1548082229,,,,,,,-8.5745874,41.162352,,,
,425,1103500477,,,,,,,-8.5746267,41.1623364,,,
,426,128655624,,,,,,,-8.5707185,41.165912,,,
,427,1548085276,,,,,,,-8.5686793,41.1662915,,,
,428,128668278,,,,,,,-8.6507378,41.1533918,,,
,429,128668277,,,,,,,-8.6502971,41.1537015,,,
,430,2178845900,,,,,,,-8.6483431,41.1541659,,,
,431,1684865542,traffic_signals,,signal,,,,-8.6206422,41.1473629,,,
,432,2250794621,,,,,,,-8.6204201,41.1472196,,,
,433,2641682868,,,,,,,-8.6204078,41.1471652,,,
,434,128679581,traffic_signals,,signal,,,,-8.620148,41.1460365,,,
,435,2641682879,,,,,,,-8.6198677,41.1460795,,,
,436,452682265,,,,,,,-8.6096613,41.1516838,,,
,437,2904508476,traffic_signals,,signal,,,,-8.6099546,41.1517987,,,
,438,25632376,,,,,,,-8.6101425,41.1518487,,,
,439,129676781,,,,,,,-8.6564339,41.1514604,,,
